2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.07.05,19:55:38, 任务开始执行！
2022.07.05,19:56:56, LED已打开！
2022.07.05,19:56:58, LED已关闭！
2022.07.05,19:58:10, 均衡系统吸水5s！
2022.07.05,19:58:28, 均衡系统排水5s！
2022.07.05,19:58:39, 均衡系统停止！
2022.07.05,19:58:42, 均衡系统排水5s！
2022.07.05,19:58:46, 均衡系统停止！
2022.07.05,19:59:46, X型舵控制！
2022.07.05,19:59:56, AUV切换为遥控模式！
2022.07.05,20:00:47, 十字舵控制！
2022.07.05,20:01:33, 已更新控制配置！
2022.07.05,20:01:40, 已更新控制配置！
2022.07.05,20:02:10, AUV执行定深定向：定深0.0m，定向0.0度，巡航速度50，持续时间60秒！
2022.07.05,20:02:29, 任务停止执行！
2022.07.05,20:04:40, 获取舵-桨控制参数
2022.07.05,20:05:10, 获取舵-桨控制参数
2022.07.05,20:05:10, 获取舵-桨控制参数
2022.07.05,20:05:10, 获取舵-桨控制参数
2022.07.05,20:05:18, 获取舵-桨控制参数
2022.07.05,20:05:21, 获取舵-桨控制参数
2022.07.05,20:05:28, 获取舵-桨控制参数
2022.07.05,20:05:31, 获取舵-桨控制参数
2022.07.05,20:05:39, 获取舵-桨控制参数
2022.07.05,20:05:45, 获取舵-桨控制参数
2022.07.05,20:05:50, 获取舵-桨控制参数
2022.07.05,20:05:57, 获取执行机构零位参数
2022.07.05,20:06:19, 获取辅推-桨控制参数
2022.07.05,20:11:10, LED已打开！
2022.07.05,20:11:10, LED已关闭！
2022.07.05,20:11:29, LED已打开！
2022.07.05,20:11:53, 均衡系统吸水10s！
2022.07.05,20:12:15, 均衡系统停止！
2022.07.05,20:12:17, 均衡系统吸水5s！
2022.07.05,20:12:42, 均衡系统排水20s！
2022.07.05,20:13:05, 均衡系统停止！
2022.07.05,20:13:18, 均衡系统吸水20s！
2022.07.05,20:14:25, 均衡系统排水20s！
2022.07.05,20:15:32, LED已关闭！
2022.07.05,20:15:33, LED已打开！
2022.07.05,20:15:58, AUV切换为调试模式！
2022.07.05,20:16:14, AUV切换为自主模式！
2022.07.05,20:16:35, 使用辅推控制！
2022.07.05,20:17:05, 已更新控制配置！
2022.07.05,20:17:05, 使用舵控制！
2022.07.05,20:17:13, 使用辅推控制！
2022.07.05,20:17:41, AUV切换为调试模式！
2022.07.05,20:17:49, AUV切换为遥控模式！
2022.07.05,20:18:08, 已更新控制配置！
2022.07.05,20:18:09, 使用舵控制！
2022.07.05,20:20:20, 均衡系统吸水25s！
2022.07.05,20:28:02, 均衡系统停止！
2022.07.05,20:28:08, 均衡系统排水40s！
2022.07.05,20:28:17, AUV漏水报警！
2022.07.05,20:28:18, AUV漏水报警！
2022.07.05,20:28:19, AUV漏水报警！
2022.07.05,20:28:20, AUV漏水报警！
2022.07.05,20:28:21, AUV漏水报警！
2022.07.05,20:28:22, AUV漏水报警！
2022.07.05,20:28:23, AUV漏水报警！
2022.07.05,20:28:24, AUV漏水报警！
2022.07.05,20:28:25, AUV漏水报警！
2022.07.05,20:28:26, AUV漏水报警！
2022.07.05,20:28:27, AUV漏水报警！
2022.07.05,20:28:28, AUV漏水报警！
2022.07.05,20:28:29, AUV漏水报警！
2022.07.05,20:28:30, AUV漏水报警！
2022.07.05,20:28:31, AUV漏水报警！
2022.07.05,20:28:32, AUV漏水报警！
2022.07.05,20:28:33, AUV漏水报警！
2022.07.05,20:28:34, AUV漏水报警！
2022.07.05,20:28:35, AUV漏水报警！
2022.07.05,20:28:36, AUV漏水报警！
2022.07.05,20:28:37, AUV漏水报警！
2022.07.05,20:28:38, AUV漏水报警！
2022.07.05,20:28:39, AUV漏水报警！
2022.07.05,20:28:40, AUV漏水报警！
2022.07.05,20:28:41, AUV漏水报警！
2022.07.05,20:28:42, AUV漏水报警！
2022.07.05,20:28:43, AUV漏水报警！
2022.07.05,20:28:44, AUV漏水报警！
2022.07.05,20:28:45, AUV漏水报警！
2022.07.05,20:28:46, AUV漏水报警！
2022.07.05,20:28:47, AUV漏水报警！
2022.07.05,20:28:48, AUV漏水报警！
2022.07.05,20:28:49, AUV漏水报警！
2022.07.05,20:28:50, AUV漏水报警！
2022.07.05,20:28:51, AUV漏水报警！
2022.07.05,20:28:52, AUV漏水报警！
2022.07.05,20:28:53, AUV漏水报警！
2022.07.05,20:28:54, AUV漏水报警！
2022.07.05,20:28:55, AUV漏水报警！
2022.07.05,20:28:56, AUV漏水报警！
2022.07.05,20:28:57, AUV漏水报警！
2022.07.05,20:28:58, AUV漏水报警！
2022.07.05,20:28:59, AUV漏水报警！
2022.07.05,20:29:00, AUV漏水报警！
2022.07.05,20:29:02, AUV漏水报警！
2022.07.05,20:29:02, AUV漏水报警！
2022.07.05,20:29:03, AUV漏水报警！
2022.07.05,20:29:04, AUV漏水报警！
2022.07.05,20:29:05, AUV漏水报警！
2022.07.05,20:29:06, AUV漏水报警！
2022.07.05,20:29:08, AUV漏水报警！
2022.07.05,20:29:09, AUV漏水报警！
2022.07.05,20:29:10, AUV漏水报警！
2022.07.05,20:29:11, AUV漏水报警！
2022.07.05,20:29:12, AUV漏水报警！
2022.07.05,20:29:13, AUV漏水报警！
2022.07.05,20:29:14, AUV漏水报警！
2022.07.05,20:29:15, AUV漏水报警！
2022.07.05,20:29:16, AUV漏水报警！
2022.07.05,20:29:17, AUV漏水报警！
2022.07.05,20:29:18, AUV漏水报警！
2022.07.05,20:29:19, AUV漏水报警！
2022.07.05,20:29:20, AUV漏水报警！
2022.07.05,20:29:21, AUV漏水报警！
2022.07.05,20:29:22, AUV漏水报警！
2022.07.05,20:29:23, AUV漏水报警！
2022.07.05,20:29:24, AUV漏水报警！
2022.07.05,20:29:25, AUV漏水报警！
2022.07.05,20:29:26, AUV漏水报警！
2022.07.05,20:29:27, AUV漏水报警！
2022.07.05,20:29:28, AUV漏水报警！
2022.07.05,20:29:29, AUV漏水报警！
2022.07.05,20:29:30, AUV漏水报警！
2022.07.05,20:29:31, AUV漏水报警！
2022.07.05,20:29:32, AUV漏水报警！
2022.07.05,20:29:33, AUV漏水报警！
2022.07.05,20:29:34, AUV漏水报警！
2022.07.05,20:29:35, AUV漏水报警！
2022.07.05,20:29:36, AUV漏水报警！
2022.07.05,20:29:37, AUV漏水报警！
2022.07.05,20:29:38, AUV漏水报警！
2022.07.05,20:29:39, AUV漏水报警！
2022.07.05,20:29:40, AUV漏水报警！
2022.07.05,20:29:41, AUV漏水报警！
2022.07.05,20:29:42, AUV漏水报警！
2022.07.05,20:29:43, AUV漏水报警！
2022.07.05,20:29:44, AUV漏水报警！
2022.07.05,20:29:45, AUV漏水报警！
2022.07.05,20:29:46, AUV漏水报警！
2022.07.05,20:29:47, AUV漏水报警！
2022.07.05,20:29:48, AUV漏水报警！
2022.07.05,20:29:49, AUV漏水报警！
2022.07.05,20:29:50, AUV漏水报警！
2022.07.05,20:29:51, AUV漏水报警！
2022.07.05,20:29:52, AUV漏水报警！
2022.07.05,20:29:53, AUV漏水报警！
2022.07.05,20:29:54, AUV漏水报警！
2022.07.05,20:29:55, AUV漏水报警！
2022.07.05,20:29:56, AUV漏水报警！
2022.07.05,20:29:57, AUV漏水报警！
2022.07.05,20:29:58, AUV漏水报警！
2022.07.05,20:29:59, AUV漏水报警！
2022.07.05,20:30:00, AUV漏水报警！
2022.07.05,20:30:01, AUV漏水报警！
2022.07.05,20:30:02, AUV漏水报警！
2022.07.05,20:30:03, AUV漏水报警！
2022.07.05,20:30:04, AUV漏水报警！
2022.07.05,20:30:05, AUV漏水报警！
2022.07.05,20:30:06, AUV漏水报警！
2022.07.05,20:30:07, AUV漏水报警！
2022.07.05,20:30:09, AUV漏水报警！
2022.07.05,20:30:10, AUV漏水报警！
2022.07.05,20:30:10, AUV漏水报警！
2022.07.05,20:30:11, AUV漏水报警！
2022.07.05,20:30:12, AUV漏水报警！
2022.07.05,20:30:13, AUV漏水报警！
2022.07.05,20:30:14, AUV漏水报警！
2022.07.05,20:30:15, AUV漏水报警！
2022.07.05,20:30:16, AUV漏水报警！
2022.07.05,20:30:17, AUV漏水报警！
2022.07.05,20:30:18, AUV漏水报警！
2022.07.05,20:30:19, AUV漏水报警！
2022.07.05,20:30:20, AUV漏水报警！
2022.07.05,20:30:21, AUV漏水报警！
2022.07.05,20:30:22, AUV漏水报警！
2022.07.05,20:30:23, AUV漏水报警！
2022.07.05,20:30:24, AUV漏水报警！
2022.07.05,20:30:26, AUV漏水报警！
2022.07.05,20:30:26, AUV漏水报警！
2022.07.05,20:30:28, AUV漏水报警！
2022.07.05,20:30:29, AUV漏水报警！
2022.07.05,20:30:30, AUV漏水报警！
2022.07.05,20:30:31, AUV漏水报警！
2022.07.05,20:30:32, AUV漏水报警！
2022.07.05,20:30:33, AUV漏水报警！
2022.07.05,20:30:34, AUV漏水报警！
2022.07.05,20:30:34, AUV漏水报警！
2022.07.05,20:30:35, AUV漏水报警！
2022.07.05,20:30:37, AUV漏水报警！
2022.07.05,20:30:38, AUV漏水报警！
2022.07.05,20:30:39, AUV漏水报警！
2022.07.05,20:30:40, AUV漏水报警！
2022.07.05,20:30:41, AUV漏水报警！
2022.07.05,20:30:42, AUV漏水报警！
2022.07.05,20:30:43, AUV漏水报警！
2022.07.05,20:30:44, AUV漏水报警！
2022.07.05,20:30:45, AUV漏水报警！
2022.07.05,20:30:46, AUV漏水报警！
2022.07.05,20:30:47, AUV漏水报警！
2022.07.05,20:30:48, AUV漏水报警！
2022.07.05,20:30:49, AUV漏水报警！
2022.07.05,20:30:50, AUV漏水报警！
2022.07.05,20:30:51, AUV漏水报警！
2022.07.05,20:30:52, AUV漏水报警！
2022.07.05,20:30:53, AUV漏水报警！
2022.07.05,20:30:54, AUV漏水报警！
2022.07.05,20:30:55, AUV漏水报警！
2022.07.05,20:30:56, AUV漏水报警！
2022.07.05,20:30:57, AUV漏水报警！
2022.07.05,20:30:58, AUV漏水报警！
2022.07.05,20:30:59, AUV漏水报警！
2022.07.05,20:31:00, AUV漏水报警！
2022.07.05,20:31:01, AUV漏水报警！
2022.07.05,20:31:02, AUV漏水报警！
2022.07.05,20:31:03, AUV漏水报警！
2022.07.05,20:31:04, AUV漏水报警！
2022.07.05,20:31:05, AUV漏水报警！
2022.07.05,20:31:06, AUV漏水报警！
2022.07.05,20:31:07, AUV漏水报警！
2022.07.05,20:31:08, AUV漏水报警！
2022.07.05,20:31:09, AUV漏水报警！
2022.07.05,20:31:10, AUV漏水报警！
2022.07.05,20:31:11, AUV漏水报警！
2022.07.05,20:31:12, AUV漏水报警！
2022.07.05,20:31:13, AUV漏水报警！
2022.07.05,20:31:14, AUV漏水报警！
2022.07.05,20:31:15, AUV漏水报警！
2022.07.05,20:31:16, AUV漏水报警！
2022.07.05,20:31:17, AUV漏水报警！
2022.07.05,20:31:18, AUV漏水报警！
2022.07.05,20:31:19, AUV漏水报警！
2022.07.05,20:31:20, AUV漏水报警！
2022.07.05,20:31:21, AUV漏水报警！
2022.07.05,20:31:22, AUV漏水报警！
2022.07.05,20:31:23, AUV漏水报警！
2022.07.05,20:31:24, AUV漏水报警！
2022.07.05,20:31:25, AUV漏水报警！
2022.07.05,20:31:26, AUV漏水报警！
2022.07.05,20:31:27, AUV漏水报警！
2022.07.05,20:31:28, AUV漏水报警！
2022.07.05,20:31:29, AUV漏水报警！
2022.07.05,20:31:30, AUV漏水报警！
2022.07.05,20:31:31, AUV漏水报警！
2022.07.05,20:31:32, AUV漏水报警！
2022.07.05,20:31:33, AUV漏水报警！
2022.07.05,20:31:34, AUV漏水报警！
2022.07.05,20:31:35, AUV漏水报警！
2022.07.05,20:31:36, AUV漏水报警！
2022.07.05,20:31:37, AUV漏水报警！
2022.07.05,20:31:38, AUV漏水报警！
2022.07.05,20:31:39, AUV漏水报警！
2022.07.05,20:31:40, AUV漏水报警！
2022.07.05,20:31:41, AUV漏水报警！
2022.07.05,20:31:42, AUV漏水报警！
2022.07.05,20:31:43, AUV漏水报警！
2022.07.05,20:31:44, AUV漏水报警！
2022.07.05,20:31:45, AUV漏水报警！
2022.07.05,20:31:46, AUV漏水报警！
2022.07.05,20:31:47, AUV漏水报警！
2022.07.05,20:31:48, AUV漏水报警！
2022.07.05,20:31:49, AUV漏水报警！
2022.07.05,20:31:50, AUV漏水报警！
2022.07.05,20:31:51, AUV漏水报警！
2022.07.05,20:31:52, AUV漏水报警！
2022.07.05,20:31:53, AUV漏水报警！
2022.07.05,20:31:54, AUV漏水报警！
2022.07.05,20:31:55, AUV漏水报警！
2022.07.05,20:31:56, AUV漏水报警！
2022.07.05,20:31:57, AUV漏水报警！
2022.07.05,20:31:58, AUV漏水报警！
2022.07.05,20:31:59, AUV漏水报警！
2022.07.05,20:32:01, AUV漏水报警！
2022.07.05,20:32:01, AUV漏水报警！
2022.07.05,20:32:02, AUV漏水报警！
2022.07.05,20:32:03, AUV漏水报警！
2022.07.05,20:32:04, AUV漏水报警！
2022.07.05,20:32:05, AUV漏水报警！
2022.07.05,20:32:06, AUV漏水报警！
2022.07.05,20:32:07, AUV漏水报警！
2022.07.05,20:32:08, AUV漏水报警！
2022.07.05,20:32:09, AUV漏水报警！
2022.07.05,20:32:10, AUV漏水报警！
2022.07.05,20:32:11, AUV漏水报警！
2022.07.05,20:32:12, AUV漏水报警！
2022.07.05,20:32:13, AUV漏水报警！
2022.07.05,20:32:14, AUV漏水报警！
2022.07.05,20:32:15, AUV漏水报警！
2022.07.05,20:32:16, AUV漏水报警！
2022.07.05,20:32:17, AUV漏水报警！
2022.07.05,20:32:18, AUV漏水报警！
2022.07.05,20:32:19, AUV漏水报警！
2022.07.05,20:32:21, AUV漏水报警！
2022.07.05,20:32:21, AUV漏水报警！
2022.07.05,20:32:22, AUV漏水报警！
2022.07.05,20:32:23, AUV漏水报警！
2022.07.05,20:32:24, AUV漏水报警！
2022.07.05,20:32:26, AUV漏水报警！
2022.07.05,20:32:26, AUV漏水报警！
2022.07.05,20:32:27, AUV漏水报警！
2022.07.05,20:32:28, AUV漏水报警！
2022.07.05,20:32:30, AUV漏水报警！
2022.07.05,20:32:30, AUV漏水报警！
2022.07.05,20:32:31, AUV漏水报警！
2022.07.05,20:32:33, AUV漏水报警！
2022.07.05,20:32:34, AUV漏水报警！
2022.07.05,20:32:34, AUV漏水报警！
2022.07.05,20:32:35, AUV漏水报警！
2022.07.05,20:32:36, AUV漏水报警！
2022.07.05,20:32:38, AUV漏水报警！
2022.07.05,20:32:38, AUV漏水报警！
2022.07.05,20:32:39, AUV漏水报警！
2022.07.05,20:32:41, AUV漏水报警！
2022.07.05,20:32:42, AUV漏水报警！
2022.07.05,20:32:43, AUV漏水报警！
2022.07.05,20:32:44, AUV漏水报警！
2022.07.05,20:32:45, AUV漏水报警！
2022.07.05,20:32:46, AUV漏水报警！
2022.07.05,20:32:47, AUV漏水报警！
2022.07.05,20:32:48, AUV漏水报警！
2022.07.05,20:32:49, AUV漏水报警！
2022.07.05,20:32:50, AUV漏水报警！
2022.07.05,20:32:51, AUV漏水报警！
2022.07.05,20:32:52, AUV漏水报警！
2022.07.05,20:32:53, AUV漏水报警！
2022.07.05,20:32:54, AUV漏水报警！
2022.07.05,20:32:55, AUV漏水报警！
2022.07.05,20:32:56, AUV漏水报警！
2022.07.05,20:32:57, AUV漏水报警！
2022.07.05,20:32:58, AUV漏水报警！
2022.07.05,20:32:59, AUV漏水报警！
2022.07.05,20:33:00, AUV漏水报警！
2022.07.05,20:33:01, AUV漏水报警！
2022.07.05,20:33:02, AUV漏水报警！
2022.07.05,20:33:03, AUV漏水报警！
2022.07.05,20:33:04, AUV漏水报警！
2022.07.05,20:33:05, AUV漏水报警！
2022.07.05,20:33:06, AUV漏水报警！
2022.07.05,20:33:07, AUV漏水报警！
2022.07.05,20:33:08, AUV漏水报警！
2022.07.05,20:33:09, AUV漏水报警！
2022.07.05,20:33:10, AUV漏水报警！
2022.07.05,20:33:11, AUV漏水报警！
2022.07.05,20:33:12, AUV漏水报警！
2022.07.05,20:33:13, AUV漏水报警！
2022.07.05,20:33:14, AUV漏水报警！
2022.07.05,20:33:15, AUV漏水报警！
2022.07.05,20:33:16, AUV漏水报警！
2022.07.05,20:33:17, AUV漏水报警！
2022.07.05,20:33:18, AUV漏水报警！
2022.07.05,20:33:19, AUV漏水报警！
2022.07.05,20:33:20, AUV漏水报警！
2022.07.05,20:33:21, AUV漏水报警！
2022.07.05,20:33:22, AUV漏水报警！
2022.07.05,20:33:23, AUV漏水报警！
2022.07.05,20:33:24, AUV漏水报警！
2022.07.05,20:33:25, AUV漏水报警！
2022.07.05,20:33:26, AUV漏水报警！
2022.07.05,20:33:27, AUV漏水报警！
2022.07.05,20:33:28, AUV漏水报警！
2022.07.05,20:33:29, AUV漏水报警！
2022.07.05,20:33:30, AUV漏水报警！
2022.07.05,20:33:31, AUV漏水报警！
2022.07.05,20:33:32, AUV漏水报警！
2022.07.05,20:33:33, AUV漏水报警！
2022.07.05,20:33:34, AUV漏水报警！
2022.07.05,20:33:35, AUV漏水报警！
2022.07.05,20:33:36, AUV漏水报警！
2022.07.05,20:33:37, AUV漏水报警！
2022.07.05,20:33:38, AUV漏水报警！
2022.07.05,20:33:39, AUV漏水报警！
2022.07.05,20:33:40, AUV漏水报警！
2022.07.05,20:33:41, AUV漏水报警！
2022.07.05,20:33:42, AUV漏水报警！
2022.07.05,20:33:43, AUV漏水报警！
2022.07.05,20:33:44, AUV漏水报警！
2022.07.05,20:33:45, AUV漏水报警！
2022.07.05,20:33:46, AUV漏水报警！
2022.07.05,20:33:47, AUV漏水报警！
2022.07.05,20:33:48, AUV漏水报警！
2022.07.05,20:33:49, AUV漏水报警！
2022.07.05,20:33:50, AUV漏水报警！
2022.07.05,20:33:51, AUV漏水报警！
2022.07.05,20:33:52, AUV漏水报警！
2022.07.05,20:33:53, AUV漏水报警！
2022.07.05,20:33:54, AUV漏水报警！
2022.07.05,20:33:55, AUV漏水报警！
2022.07.05,20:33:57, AUV漏水报警！
2022.07.05,20:33:58, AUV漏水报警！
2022.07.05,20:33:59, AUV漏水报警！
2022.07.05,20:33:59, AUV漏水报警！
2022.07.05,20:34:00, AUV漏水报警！
2022.07.05,20:34:01, AUV漏水报警！
2022.07.05,20:34:02, AUV漏水报警！
2022.07.05,20:34:03, AUV漏水报警！
2022.07.05,20:34:05, AUV漏水报警！
2022.07.05,20:34:05, AUV漏水报警！
2022.07.05,20:34:07, AUV漏水报警！
2022.07.05,20:34:08, AUV漏水报警！
2022.07.05,20:34:09, AUV漏水报警！
2022.07.05,20:34:10, AUV漏水报警！
2022.07.05,20:34:11, AUV漏水报警！
2022.07.05,20:34:11, AUV漏水报警！
2022.07.05,20:34:13, AUV漏水报警！
2022.07.05,20:34:14, AUV漏水报警！
2022.07.05,20:34:15, AUV漏水报警！
2022.07.05,20:34:16, AUV漏水报警！
2022.07.05,20:34:17, AUV漏水报警！
2022.07.05,20:34:18, AUV漏水报警！
2022.07.05,20:34:19, AUV漏水报警！
2022.07.05,20:34:20, AUV漏水报警！
2022.07.05,20:34:21, AUV漏水报警！
2022.07.05,20:34:22, AUV漏水报警！
2022.07.05,20:34:23, AUV漏水报警！
2022.07.05,20:34:24, AUV漏水报警！
2022.07.05,20:34:25, AUV漏水报警！
2022.07.05,20:34:26, AUV漏水报警！
2022.07.05,20:34:27, AUV漏水报警！
2022.07.05,20:34:28, AUV漏水报警！
2022.07.05,20:34:29, AUV漏水报警！
2022.07.05,20:34:30, AUV漏水报警！
2022.07.05,20:34:31, 均衡系统停止！
2022.07.05,20:34:31, AUV漏水报警！
2022.07.05,20:34:32, AUV漏水报警！
2022.07.05,20:34:33, 均衡系统排水40s！
2022.07.05,20:34:33, AUV漏水报警！
2022.07.05,20:34:34, AUV漏水报警！
2022.07.05,20:34:35, AUV漏水报警！
2022.07.05,20:34:36, AUV漏水报警！
2022.07.05,20:34:37, AUV漏水报警！
2022.07.05,20:34:38, AUV漏水报警！
2022.07.05,20:34:39, AUV漏水报警！
2022.07.05,20:34:40, AUV漏水报警！
2022.07.05,20:34:41, AUV漏水报警！
2022.07.05,20:34:42, AUV漏水报警！
2022.07.05,20:34:43, AUV漏水报警！
2022.07.05,20:34:44, AUV漏水报警！
2022.07.05,20:34:45, AUV漏水报警！
2022.07.05,20:34:46, AUV漏水报警！
2022.07.05,20:34:47, AUV漏水报警！
2022.07.05,20:34:48, AUV漏水报警！
2022.07.05,20:34:49, AUV漏水报警！
2022.07.05,20:34:50, AUV漏水报警！
2022.07.05,20:34:51, AUV漏水报警！
2022.07.05,20:34:52, AUV漏水报警！
2022.07.05,20:35:29, 均衡系统停止！
2022.07.05,20:35:31, 均衡系统排水100s！
2022.07.05,20:44:51, AUV漏水报警！
2022.07.05,20:44:52, AUV漏水报警！
2022.07.05,20:44:53, AUV漏水报警！
2022.07.05,20:44:54, AUV漏水报警！
2022.07.05,20:44:55, AUV漏水报警！
2022.07.05,20:44:56, AUV漏水报警！
2022.07.05,20:44:57, AUV漏水报警！
2022.07.05,20:44:58, AUV漏水报警！
2022.07.05,20:44:59, AUV漏水报警！
2022.07.05,20:45:00, AUV漏水报警！
2022.07.05,20:45:01, AUV漏水报警！
2022.07.05,20:45:02, AUV漏水报警！
2022.07.05,20:45:03, AUV漏水报警！
2022.07.05,20:45:04, AUV漏水报警！
2022.07.05,20:45:05, AUV漏水报警！
2022.07.05,20:45:06, AUV漏水报警！
2022.07.05,20:45:07, AUV漏水报警！
2022.07.05,20:45:08, AUV漏水报警！
2022.07.05,20:45:08, 均衡系统停止！
2022.07.05,20:45:09, AUV漏水报警！
2022.07.05,20:45:10, AUV漏水报警！
2022.07.05,20:45:11, 均衡系统排水200s！
2022.07.05,20:45:11, AUV漏水报警！
2022.07.05,20:45:12, AUV漏水报警！
2022.07.05,20:45:13, AUV漏水报警！
2022.07.05,20:45:14, AUV漏水报警！
2022.07.05,20:45:15, AUV漏水报警！
2022.07.05,20:45:16, AUV漏水报警！
2022.07.05,20:45:17, AUV漏水报警！
2022.07.05,20:45:18, AUV漏水报警！
2022.07.05,20:45:19, AUV漏水报警！
2022.07.05,20:45:20, AUV漏水报警！
2022.07.05,20:45:21, AUV漏水报警！
2022.07.05,20:45:22, AUV漏水报警！
2022.07.05,20:45:23, AUV漏水报警！
2022.07.05,20:45:24, AUV漏水报警！
2022.07.05,20:45:25, AUV漏水报警！
2022.07.05,20:45:26, AUV漏水报警！
2022.07.05,20:45:27, AUV漏水报警！
2022.07.05,20:45:28, AUV漏水报警！
2022.07.05,20:45:29, AUV漏水报警！
2022.07.05,20:45:30, AUV漏水报警！
2022.07.05,20:45:31, AUV漏水报警！
2022.07.05,20:45:32, AUV漏水报警！
2022.07.05,20:45:33, AUV漏水报警！
2022.07.05,20:45:34, AUV漏水报警！
2022.07.05,20:45:35, AUV漏水报警！
2022.07.05,20:45:36, AUV漏水报警！
2022.07.05,20:45:37, AUV漏水报警！
2022.07.05,20:45:39, AUV漏水报警！
2022.07.05,20:45:39, AUV漏水报警！
2022.07.05,20:45:40, AUV漏水报警！
2022.07.05,20:45:41, AUV漏水报警！
2022.07.05,20:45:43, AUV漏水报警！
2022.07.05,20:45:44, AUV漏水报警！
2022.07.05,20:45:45, AUV漏水报警！
2022.07.05,20:45:46, AUV漏水报警！
2022.07.05,20:45:47, AUV漏水报警！
2022.07.05,20:45:48, AUV漏水报警！
2022.07.05,20:45:49, AUV漏水报警！
2022.07.05,20:45:50, AUV漏水报警！
2022.07.05,20:45:51, AUV漏水报警！
2022.07.05,20:45:52, AUV漏水报警！
2022.07.05,20:45:53, AUV漏水报警！
2022.07.05,20:45:54, AUV漏水报警！
2022.07.05,20:45:55, AUV漏水报警！
2022.07.05,20:45:56, AUV漏水报警！
2022.07.05,20:45:57, AUV漏水报警！
2022.07.05,20:45:58, AUV漏水报警！
2022.07.05,20:45:59, AUV漏水报警！
2022.07.05,20:46:00, AUV漏水报警！
2022.07.05,20:46:01, AUV漏水报警！
2022.07.05,20:46:02, AUV漏水报警！
2022.07.05,20:46:03, AUV漏水报警！
2022.07.05,20:46:04, AUV漏水报警！
2022.07.05,20:46:05, AUV漏水报警！
2022.07.05,20:46:06, AUV漏水报警！
2022.07.05,20:46:07, AUV漏水报警！
2022.07.05,20:46:08, AUV漏水报警！
2022.07.05,20:46:09, AUV漏水报警！
2022.07.05,20:46:10, AUV漏水报警！
2022.07.05,20:46:11, AUV漏水报警！
2022.07.05,20:46:12, AUV漏水报警！
2022.07.05,20:46:13, AUV漏水报警！
2022.07.05,20:46:14, AUV漏水报警！
2022.07.05,20:46:15, AUV漏水报警！
2022.07.05,20:46:16, AUV漏水报警！
2022.07.05,20:46:17, AUV漏水报警！
2022.07.05,20:46:18, AUV漏水报警！
2022.07.05,20:46:19, AUV漏水报警！
2022.07.05,20:46:20, AUV漏水报警！
2022.07.05,20:46:21, AUV漏水报警！
2022.07.05,20:46:22, AUV漏水报警！
2022.07.05,20:46:23, AUV漏水报警！
2022.07.05,20:46:24, AUV漏水报警！
2022.07.05,20:46:25, AUV漏水报警！
2022.07.05,20:46:26, AUV漏水报警！
2022.07.05,20:46:27, AUV漏水报警！
2022.07.05,20:46:28, AUV漏水报警！
2022.07.05,20:46:29, AUV漏水报警！
2022.07.05,20:46:30, AUV漏水报警！
2022.07.05,20:46:31, AUV漏水报警！
2022.07.05,20:46:32, AUV漏水报警！
2022.07.05,20:46:33, AUV漏水报警！
2022.07.05,20:46:34, AUV漏水报警！
2022.07.05,20:46:35, AUV漏水报警！
2022.07.05,20:46:36, AUV漏水报警！
2022.07.05,20:46:37, AUV漏水报警！
2022.07.05,20:46:38, AUV漏水报警！
2022.07.05,20:46:39, AUV漏水报警！
2022.07.05,20:46:40, AUV漏水报警！
2022.07.05,20:46:41, AUV漏水报警！
2022.07.05,20:46:42, AUV漏水报警！
2022.07.05,20:46:43, AUV漏水报警！
2022.07.05,20:46:44, AUV漏水报警！
2022.07.05,20:46:45, AUV漏水报警！
2022.07.05,20:46:46, AUV漏水报警！
2022.07.05,20:46:47, AUV漏水报警！
2022.07.05,20:46:48, AUV漏水报警！
2022.07.05,20:46:49, AUV漏水报警！
2022.07.05,20:46:50, AUV漏水报警！
2022.07.05,20:46:51, AUV漏水报警！
2022.07.05,20:46:52, AUV漏水报警！
2022.07.05,20:46:53, AUV漏水报警！
2022.07.05,20:46:54, AUV漏水报警！
2022.07.05,20:46:55, AUV漏水报警！
2022.07.05,20:46:56, AUV漏水报警！
2022.07.05,20:46:57, AUV漏水报警！
2022.07.05,20:46:58, AUV漏水报警！
2022.07.05,20:46:59, AUV漏水报警！
2022.07.05,20:47:00, AUV漏水报警！
2022.07.05,20:47:01, AUV漏水报警！
2022.07.05,20:47:02, AUV漏水报警！
2022.07.05,20:47:03, AUV漏水报警！
2022.07.05,20:47:04, AUV漏水报警！
2022.07.05,20:47:05, AUV漏水报警！
2022.07.05,20:47:06, AUV漏水报警！
2022.07.05,20:47:07, AUV漏水报警！
2022.07.05,20:47:08, AUV漏水报警！
2022.07.05,20:47:09, AUV漏水报警！
2022.07.05,20:47:11, AUV漏水报警！
2022.07.05,20:47:12, AUV漏水报警！
2022.07.05,20:47:12, AUV漏水报警！
2022.07.05,20:47:13, AUV漏水报警！
2022.07.05,20:47:14, AUV漏水报警！
2022.07.05,20:47:16, AUV漏水报警！
